time,segment_id,speed,street,direction,from_street,to_street,length,bus_count,message_count,hour,day_of_week,month,start_latitude,start_longitude,end_latitude,end_longitude
2024-06-13T00:01:05.000,124,28.0,Ashland,NB,Fullerton,Diversey,0.5,1,5,0,5,6,41.9251505156,-87.6679620918,41.932402477,-87.668210266
2024-06-13T00:01:05.000,125,20.0,Ashland,NB,Diversey,Belmont,0.5,1,4,0,5,6,41.932402477,-87.668210266,41.939695436,-87.6684779112
2024-06-15T00:01:02.000,131,27.0,Ashland,NB,Foster,Bryn Mawr,0.5,1,9,0,7,6,41.9761710709,-87.6694299012,41.9834747775,-87.6696322417
2024-06-15T00:01:02.000,132,10.0,Ashland,NB,Bryn Mawr,Clark,0.23,1,4,0,7,6,41.9834747775,-87.6696322417,41.9867518859,-87.6695265292
2024-06-15T00:01:02.000,136,27.0,Ashland,SB,79th,83rd,0.5,2,2,0,7,6,41.7503581457,-87.663620583,41.7430778317,-87.6634347632
2024-06-15T00:01:02.000,137,30.0,Ashland,SB,71st,79th,1.0,3,17,0,7,6,41.7649100967,-87.6639792472,41.7503581457,-87.663620583
2024-06-15T00:01:03.000,139,27.0,Ashland,SB,63rd,67th,0.5,1,2,0,7,6,41.7794656394,-87.6644040713,41.7721930844,-87.6642044154
2024-06-15T00:01:03.000,140,28.0,Ashland,SB,59th,63rd,0.5,1,4,0,7,6,41.7867479054,-87.6645778209,41.7794656394,-87.6644040713
2024-06-15T00:01:03.000,141,31.0,Ashland,SB,55th,59th,0.5,2,16,0,7,6,41.7940254304,-87.6647651619,41.7867479054,-87.6645778209
2024-06-15T00:01:03.000,142,26.0,Ashland,SB,51st,55th,0.5,2,15,0,7,6,41.8013192816,-87.6649598466,41.7940254304,-87.6647651619
2024-06-15T00:01:03.000,143,32.0,Ashland,SB,47th,51st,0.5,2,21,0,7,6,41.8086055077,-87.6651559056,41.8013192816,-87.6649598466
2024-06-15T00:01:03.000,157,23.0,Ashland,SB,Elston,North Ave,0.55,1,5,0,7,6,41.9185478323,-87.6682766764,41.9106313534,-87.6678753006
2024-06-15T00:01:03.000,158,24.0,Ashland,SB,Fullerton,Elston,0.45,1,6,0,7,6,41.9251526443,-87.668329537,41.9185478323,-87.6682766764
2024-06-15T00:01:03.000,159,25.0,Ashland,SB,Diversey,Fullerton,0.5,1,8,0,7,6,41.9324046052,-87.6685777528,41.9251526443,-87.668329537
2024-06-15T00:01:03.000,160,17.0,Ashland,SB,Belmont,Diversey,0.5,2,7,0,7,6,41.9396975636,-87.6688454399,41.9324046052,-87.6685777528
2024-06-15T00:01:03.000,161,23.0,Ashland,SB,Addison,Belmont,0.5,1,8,0,7,6,41.9469911788,-87.6690419162,41.9396975636,-87.6688454399
2024-06-15T00:01:03.000,162,24.0,Ashland,SB,Irving Park,Addison,0.5,1,7,0,7,6,41.9542914171,-87.6692326667,41.9469911788,-87.6690419162
2024-06-15T00:01:03.000,172,27.0,55th,WB,Kedzie,Central Park,0.5,1,19,0,7,6,41.793651115,-87.7035527348,41.7934149656,-87.7136045062
2024-06-15T00:01:03.000,180,24.0,Garfield,WB,State,Dan Ryan Expy,0.27,1,6,0,7,6,41.7947803916,-87.6256995376,41.7946718587,-87.6311253178
2024-06-15T00:01:03.000,181,25.0,Garfield,WB,Dr Martin L King Jr,State,0.5,1,11,0,7,6,41.7949380152,-87.6159795443,41.7947803916,-87.6256995376
2024-06-15T00:01:03.000,182,24.0,87th,EB,Cicero,Kostner,0.51,1,11,0,7,6,41.734386902,-87.7410588664,41.7345524002,-87.731161881
2024-06-15T00:01:03.000,183,22.0,87th,EB,Kostner,Pulaski,0.5,1,13,0,7,6,41.7345524002,-87.731161881,41.7347180742,-87.7214579641
2024-06-15T00:01:03.000,184,31.0,87th,EB,Pulaski,Central Park,0.49,1,7,0,7,6,41.7347180742,-87.7214579641,41.7348842334,-87.7119953299
2024-06-15T00:01:03.000,185,33.0,87th,EB,Central Park,Kedzie,0.5,1,9,0,7,6,41.7348842334,-87.7119953299,41.735083368,-87.7020978703
2024-06-15T00:01:03.000,187,35.0,North,EB,Pulaski,Central Park,0.49,1,5,0,7,6,41.9097494848,-87.7263320051,41.9098569484,-87.7167020015
2024-06-15T00:01:03.000,188,27.0,North,EB,Central Park,Kedzie,0.5,1,11,0,7,6,41.9098569484,-87.7167020015,41.909978124,-87.7069618067
2024-06-15T00:01:03.000,189,31.0,North,EB,Kedzie,California,0.51,1,11,0,7,6,41.909978124,-87.7069618067,41.9100801383,-87.6970362251
2024-06-15T00:01:03.000,190,27.0,North,EB,California,Western,0.49,1,12,0,7,6,41.9100801383,-87.6970362251,41.9101836642,-87.6872220807
2024-06-15T00:01:03.000,191,23.0,North,EB,Western,Damen,0.5,1,2,0,7,6,41.9101836642,-87.6872220807,41.9103355405,-87.6775874547
2024-06-15T00:01:04.000,1,23.0,55th,EB,Pulaski,Central Park,0.5,1,10,0,7,6,41.7930671862,-87.7231602513,41.793140551,-87.7136071496
2024-06-15T00:01:04.000,2,20.0,55th,EB,Central Park,Kedzie,0.5,1,13,0,7,6,41.793140551,-87.7136071496,41.7933767009,-87.7035554211
2024-06-15T00:01:04.000,3,23.0,55th,EB,Kedzie,California,0.5,1,10,0,7,6,41.7933767009,-87.7035554211,41.7935536023,-87.693799302
2024-06-15T00:01:04.000,4,20.0,55th,EB,California,Western,0.5,1,13,0,7,6,41.7935536023,-87.693799302,41.7937393759,-87.6840431555
2024-06-15T00:01:04.000,9,11.0,Garfield,EB,Halsted,Dan Ryan Expy,0.72,1,4,0,7,6,41.7941646462,-87.6451618298,41.7943974487,-87.6311283131
2024-06-15T00:01:04.000,10,22.0,Garfield,EB,Dan Ryan Expy,State,0.27,1,7,0,7,6,41.7943974487,-87.6311283131,41.7945059819,-87.625702556
2024-06-15T00:01:04.000,11,25.0,Garfield,EB,State,Dr Martin L King Jr,0.5,1,11,0,7,6,41.7945059819,-87.625702556,41.7946636061,-87.6159826042
2024-06-15T00:01:04.000,32,13.0,Pulaski,NB,55th,Archer,0.62,1,3,0,7,6,41.7932034198,-87.7229756027,41.802316468,-87.7233273471
2024-06-15T00:01:04.000,33,22.0,Pulaski,NB,Archer,47th,0.38,1,10,0,7,6,41.802316468,-87.7232409373,41.8078826502,-87.7234560048
2024-06-15T00:01:04.000,34,26.0,Pulaski,NB,47th,43rd,0.5,1,10,0,7,6,41.8078826502,-87.7234032253,41.8151945196,-87.7237477951
2024-06-15T00:01:04.000,35,37.0,Pulaski,NB,43rd,I-55 Expy,0.53,1,6,0,7,6,41.8151945196,-87.7236784823,41.8229897759,-87.723940876
2024-06-15T00:01:04.000,39,25.0,Pulaski,NB,Cermak,16th,0.5,1,2,0,7,6,41.8515455888,-87.7245751041,41.8588673534,-87.7248408908
2024-06-15T00:01:04.000,40,31.0,Pulaski,NB,16th,Roosevelt,0.5,1,3,0,7,6,41.8588673534,-87.724771498,41.8661711575,-87.7250561494
2024-06-15T00:01:04.000,41,26.0,Pulaski,NB,Roosevelt,Van Buren,0.62,1,1,0,7,6,41.8661711575,-87.7249869344,41.8752753838,-87.7253813295
2024-06-15T00:01:04.000,44,22.0,Pulaski,NB,Lake,Chicago,0.68,3,8,0,7,6,41.8854658549,-87.7256212259,41.8953666789,-87.725990629
2024-06-15T00:01:04.000,48,27.0,Pulaski,NB,North Ave,Armitage,0.5,1,1,0,7,6,41.9098857185,-87.7261470243,41.9171651852,-87.7264442053
2024-06-15T00:01:04.000,49,20.0,Pulaski,NB,Armitage,Fullerton,0.5,1,8,0,7,6,41.9171651852,-87.7263752552,41.9244829851,-87.7266541696
2024-06-15T00:01:04.000,50,26.0,Pulaski,NB,Fullerton,Diversey,0.5,1,10,0,7,6,41.9244829851,-87.7265848616,41.9317893922,-87.726864157
2024-06-15T00:01:04.000,51,22.0,Pulaski,NB,Diversey,Milwaukee,0.65,1,17,0,7,6,41.9317893922,-87.726794963,41.9411668426,-87.7271516758
2024-06-15T00:01:04.000,52,26.0,Pulaski,NB,Milwaukee,Irving Park,0.85,1,2,0,7,6,41.9411668426,-87.7270628829,41.9536468185,-87.727551496
2024-06-15T00:01:04.000,54,0.0,Pulaski,NB,Elston,Lawrence,0.6,1,25,0,7,6,41.9596128313,-87.7276052579,41.9682413338,-87.7279253868
2024-06-15T00:01:04.000,56,33.0,Pulaski,NB,Foster,Bryn Mawr,0.5,1,1,0,7,6,41.9755310394,-87.7280495172,41.9828305605,-87.7283177717
2024-06-15T00:01:04.000,57,26.0,Pulaski,NB,Bryn Mawr,Peterson,0.5,1,9,0,7,6,41.9828305605,-87.7283177717,41.988652019,-87.7283177717
2024-06-15T00:01:04.000,63,26.0,Pulaski,SB,91st,95th,0.5,1,10,0,7,6,41.7279279345,-87.721966073,41.7205390182,-87.7215908065
2024-06-15T00:01:04.000,64,29.0,Pulaski,SB,87th,91st,0.5,1,6,0,7,6,41.7348605537,-87.7216776788,41.7279279345,-87.721966073
2024-06-15T00:01:04.000,65,25.0,Pulaski,SB,83rd,87th,0.5,1,13,0,7,6,41.7421819618,-87.7219287929,41.7348605537,-87.7216776788
2024-06-15T00:01:04.000,194,25.0,North,EB,Elston,Halsted,0.72,1,1,0,7,6,41.9105689327,-87.6621624942,41.9107824177,-87.6482730398
2024-06-15T00:01:04.000,195,29.0,North,EB,Halsted,LaSalle,0.78,1,20,0,7,6,41.9107824177,-87.6482730398,41.9110250802,-87.6331523771
2024-06-15T00:01:04.000,201,28.0,North,WB,Cicero,Laramie,0.5,1,2,0,7,6,41.9097629867,-87.7461131909,41.9096384783,-87.7557943854
2024-06-15T00:01:04.000,202,32.0,North,WB,Kostner,Cicero,0.5,1,12,0,7,6,41.9098927671,-87.7362618327,41.9097629867,-87.7461131909
2024-06-15T00:01:04.000,203,26.0,North,WB,Pulaski,Kostner,0.51,1,11,0,7,6,41.9100238945,-87.7263294053,41.9098927671,-87.7362618327
2024-06-15T00:01:04.000,204,27.0,North,WB,Central Park,Pulaski,0.49,2,13,0,7,6,41.9101313576,-87.7166993605,41.9100238945,-87.7263294053
2024-06-15T00:01:04.000,205,20.0,North,WB,Kedzie,Central Park,0.5,2,16,0,7,6,41.9102525328,-87.706959124,41.9101313576,-87.7166993605
2024-06-15T00:01:04.000,206,23.0,North,WB,California,Kedzie,0.51,1,11,0,7,6,41.9103545465,-87.6970334998,41.9102525328,-87.706959124
2024-06-15T00:01:04.000,207,19.0,North,WB,Western,California,0.49,1,11,0,7,6,41.9104580718,-87.6872193134,41.9103545465,-87.6970334998
2024-06-15T00:01:04.000,208,14.0,North,WB,Damen,Western,0.5,1,6,0,7,6,41.9106099476,-87.6775846462,41.9104580718,-87.6872193134
2024-06-15T00:01:04.000,210,19.0,North,WB,Elston,Ashland,0.28,1,6,0,7,6,41.910843339,-87.6621596195,41.9107674921,-87.6676901941
2024-06-15T00:01:05.000,66,22.0,Pulaski,SB,79th,83rd,0.5,1,15,0,7,6,41.7495734287,-87.7221640524,41.7421819618,-87.7219287929
2024-06-15T00:01:05.000,67,19.0,Pulaski,SB,71st,79th,1.0,2,7,0,7,6,41.7641031795,-87.7226046555,41.7495734287,-87.7221640524
2024-06-15T00:01:05.000,72,25.0,Pulaski,SB,Archer,55th,0.62,1,3,0,7,6,41.8023203612,-87.72367443040001,41.793207314,-87.7234089919
2024-06-15T00:01:05.000,73,29.0,Pulaski,SB,47th,Archer,0.38,1,5,0,7,6,41.8078865428,-87.7238367819,41.8023203612,-87.72367443040001
2024-06-15T00:01:05.000,74,35.0,Pulaski,SB,43rd,47th,0.5,1,12,0,7,6,41.815198411,-87.7241121224,41.8078865428,-87.7238367819
2024-06-15T00:01:05.000,75,30.0,Pulaski,SB,I-55 Expy,43rd,0.53,1,8,0,7,6,41.8229936666,-87.7243007082,41.815198411,-87.7241121224
2024-06-15T00:01:05.000,76,27.0,Pulaski,SB,31st,I-55 Expy,0.95,1,9,0,7,6,41.8368851841,-87.7246009792,41.8229936666,-87.7243007082
2024-06-15T00:01:05.000,77,23.0,Pulaski,SB,26th,31st,0.5,2,15,0,7,6,41.8442580766,-87.72480373110001,41.8368851841,-87.7246009792
2024-06-15T00:01:05.000,78,24.0,Pulaski,SB,Cermak,26th,0.5,2,19,0,7,6,41.8515494772,-87.7250091595,41.8442580766,-87.72480373110001
2024-06-15T00:01:05.000,79,23.0,Pulaski,SB,16th,Cermak,0.5,3,26,0,7,6,41.858871241,-87.7252056371,41.8515494772,-87.7250091595
2024-06-15T00:01:05.000,80,30.0,Pulaski,SB,Roosevelt,16th,0.5,3,19,0,7,6,41.8661750444,-87.7254211571,41.858871241,-87.7252056371
2024-06-15T00:01:05.000,81,22.0,Pulaski,SB,Van Buren,Roosevelt,0.62,1,16,0,7,6,41.8752792694,-87.7257294016,41.8661750444,-87.7254211571
2024-06-15T00:01:05.000,82,20.0,Pulaski,SB,Washington,Van Buren,0.46,1,5,0,7,6,41.8819403523,-87.7259576089,41.8752792694,-87.7257294016
2024-06-15T00:01:05.000,85,25.0,Pulaski,SB,Division,Chicago,0.5,3,20,0,7,6,41.9026743655,-87.72655391580001,41.8953705621,-87.72633140960001
2024-06-15T00:01:05.000,86,20.0,Pulaski,SB,Grand,Division,0.24,2,9,0,7,6,41.9061589395,-87.7266587113,41.9026743655,-87.72655391580001
2024-06-15T00:01:05.000,87,28.0,Pulaski,SB,North Ave,Grand,0.5,1,7,0,7,6,41.9098896012,-87.726581748,41.9061589395,-87.7266587113
2024-06-15T00:01:05.000,88,23.0,Pulaski,SB,Armitage,North Ave,0.5,1,10,0,7,6,41.917169067,-87.7268100624,41.9098896012,-87.726581748
2024-06-15T00:01:05.000,89,18.0,Pulaski,SB,Fullerton,Armitage,0.5,1,4,0,7,6,41.9244868661,-87.7270197528,41.917169067,-87.7268100624
2024-06-15T00:01:05.000,90,30.0,Pulaski,SB,Diversey,Fullerton,0.5,1,10,0,7,6,41.9317932724,-87.72722993800001,41.9244868661,-87.7270197528
2024-06-15T00:01:05.000,91,30.0,Pulaski,SB,Milwaukee,Diversey,0.65,1,16,0,7,6,41.9411707218,-87.72749796560001,41.9317932724,-87.72722993800001
2024-06-15T00:01:05.000,92,29.0,Pulaski,SB,Irving Park,Milwaukee,0.85,1,19,0,7,6,41.9536506962,-87.72786858250001,41.9411707218,-87.72749796560001
2024-06-15T00:01:05.000,95,14.0,Pulaski,SB,Foster,Lawrence,0.5,1,3,0,7,6,41.9755349148,-87.7284849951,41.96824521,-87.728279105
2024-06-15T00:01:05.000,96,28.0,Pulaski,SB,Bryn Mawr,Foster,0.5,1,3,0,7,6,41.9828344352,-87.728684246,41.9755349148,-87.7284849951
2024-06-15T00:01:05.000,97,23.0,Pulaski,SB,Peterson,Bryn Mawr,0.5,1,3,0,7,6,41.9901383429,-87.7288919771,41.9828344352,-87.728684246
2024-06-15T00:01:05.000,104,28.0,Ashland,NB,67th,63rd,0.5,1,1,0,7,6,41.7721909488,-87.6638378447,41.7794635041,-87.6640374592
2024-06-15T00:01:05.000,106,29.0,Ashland,NB,59th,55th,0.5,1,7,0,7,6,41.7867457704,-87.6642111674,41.7940232957,-87.6643984668
2024-06-15T00:01:05.000,107,31.0,Ashland,NB,55th,51st,0.5,1,6,0,7,6,41.7940232957,-87.6643984668,41.8013171472,-87.6645931099
2024-06-15T00:01:05.000,108,30.0,Ashland,NB,51st,47th,0.5,1,8,0,7,6,41.8013171472,-87.6645931099,41.8086033737,-87.6647891274
2024-06-15T00:01:05.000,111,27.0,Ashland,NB,Pershing,35th,0.5,1,6,0,7,6,41.8231508628,-87.6651248281,41.8305002878,-87.6653847992
2024-06-15T00:01:05.000,112,25.0,Ashland,NB,35th,Archer,0.5,1,9,0,7,6,41.8305002878,-87.6653847992,41.8376827898,-87.6655581444
2024-06-16T00:01:03.000,127,35.0,Ashland,NB,Addison,Irving Park,0.5,1,6,0,1,6,41.9469890515,-87.6686743455,41.9542892901,-87.6688650541
2024-06-16T00:01:03.000,129,26.0,Ashland,NB,Montrose,Lawrence,0.5,1,2,0,1,6,41.9615905019,-87.6690743088,41.9688759177,-87.6692552405
2024-06-16T00:01:03.000,131,20.0,Ashland,NB,Foster,Bryn Mawr,0.5,1,12,0,1,6,41.9761710709,-87.6694299012,41.9834747775,-87.6696322417
2024-06-16T00:01:03.000,134,25.0,Ashland,SB,87th,91st,0.5,1,8,0,1,6,41.7357908525,-87.6632483146,41.7284832358,-87.6630347385
2024-06-16T00:01:03.000,135,25.0,Ashland,SB,83rd,87th,0.5,2,10,0,1,6,41.7430778317,-87.6634347632,41.7357908525,-87.6632483146
2024-06-16T00:01:03.000,136,28.0,Ashland,SB,79th,83rd,0.5,3,24,0,1,6,41.7503581457,-87.663620583,41.7430778317,-87.6634347632
2024-06-16T00:01:03.000,137,26.0,Ashland,SB,71st,79th,1.0,3,34,0,1,6,41.7649100967,-87.6639792472,41.7503581457,-87.663620583
2024-06-16T00:01:03.000,142,29.0,Ashland,SB,51st,55th,0.5,1,7,0,1,6,41.8013192816,-87.6649598466,41.7940254304,-87.6647651619
2024-06-16T00:01:03.000,143,26.0,Ashland,SB,47th,51st,0.5,1,12,0,1,6,41.8086055077,-87.6651559056,41.8013192816,-87.6649598466
2024-06-16T00:01:03.000,147,26.0,Ashland,SB,Archer,35th,0.5,1,2,0,1,6,41.8376849226,-87.6659250887,41.8305024208,-87.6657517025
2024-06-16T00:01:03.000,148,36.0,Ashland,SB,Cermak,Archer,1.0,2,17,0,1,6,41.8523321221,-87.6662077421,41.8376849226,-87.6659250887
2024-06-16T00:01:03.000,149,30.0,Ashland,SB,18th,Cermak,0.4,2,10,0,1,6,41.8577948131,-87.6663216627,41.8523321221,-87.6662077421
2024-06-16T00:01:03.000,150,25.0,Ashland,SB,Roosevelt,18th,0.6,1,5,0,1,6,41.8668625554,-87.6665671071,41.8577948131,-87.6663216627
2024-06-16T00:01:03.000,151,32.0,Ashland,SB,Harrison,Roosevelt,0.5,1,3,0,1,6,41.8742014988,-87.6667825068,41.8668625554,-87.6665671071
2024-06-16T00:01:03.000,152,15.0,Ashland,SB,Washington,Harrison,0.6,2,6,0,1,6,41.8833000413,-87.6670550027,41.8742014988,-87.6667825068
2024-06-16T00:01:03.000,153,18.0,Ashland,SB,Grand,Washington,0.53,1,8,0,1,6,41.8909784616,-87.6673262617,41.8833000413,-87.6670550027
2024-06-16T00:01:03.000,155,25.0,Ashland,SB,Milwaukee,Chicago,0.55,1,1,0,1,6,41.904018258,-87.6676967823,41.8960747044,-87.6674751541
2024-06-16T00:01:03.000,159,17.0,Ashland,SB,Diversey,Fullerton,0.5,1,5,0,1,6,41.9324046052,-87.6685777528,41.9251526443,-87.668329537
2024-06-16T00:01:03.000,160,20.0,Ashland,SB,Belmont,Diversey,0.5,1,8,0,1,6,41.9396975636,-87.6688454399,41.9324046052,-87.6685777528
2024-06-16T00:01:03.000,161,22.0,Ashland,SB,Addison,Belmont,0.5,1,9,0,1,6,41.9469911788,-87.6690419162,41.9396975636,-87.6688454399
2024-06-16T00:01:03.000,162,18.0,Ashland,SB,Irving Park,Addison,0.5,1,5,0,1,6,41.9542914171,-87.6692326667,41.9469911788,-87.6690419162
2024-06-16T00:01:04.000,7,30.0,Garfield,EB,Ashland,Racine,0.5,1,8,0,1,6,41.7938871572,-87.6645832406,41.7940346735,-87.6548756951
2024-06-16T00:01:04.000,8,30.0,Garfield,EB,Racine,Halsted,0.5,1,12,0,1,6,41.7940346735,-87.6548756951,41.7941646462,-87.6451618298
2024-06-16T00:01:04.000,169,24.0,55th,WB,Kostner,Cicero,0.46,1,1,0,1,6,41.7932531887,-87.7329622535,41.7931681777,-87.7419834738
2024-06-16T00:01:04.000,179,31.0,Garfield,WB,Dan Ryan Expy,Halsted,0.72,1,2,0,1,6,41.7946718587,-87.6311253178,41.7944390571,-87.6451588943
2024-06-16T00:01:04.000,180,21.0,Garfield,WB,State,Dan Ryan Expy,0.27,2,18,0,1,6,41.7947803916,-87.6256995376,41.7946718587,-87.6311253178
2024-06-16T00:01:04.000,181,23.0,Garfield,WB,Dr Martin L King Jr,State,0.5,2,26,0,1,6,41.7949380152,-87.6159795443,41.7947803916,-87.6256995376
2024-06-16T00:01:04.000,185,26.0,87th,EB,Central Park,Kedzie,0.5,1,4,0,1,6,41.7348842334,-87.7119953299,41.735083368,-87.7020978703
2024-06-16T00:01:04.000,186,29.0,North,EB,Kostner,Pulaski,0.51,2,15,0,1,6,41.9096183569,-87.7362643899,41.9097494848,-87.7263320051
2024-06-16T00:01:04.000,187,26.0,North,EB,Pulaski,Central Park,0.49,1,12,0,1,6,41.9097494848,-87.7263320051,41.9098569484,-87.7167020015
2024-06-16T00:01:04.000,188,22.0,North,EB,Central Park,Kedzie,0.5,1,11,0,1,6,41.9098569484,-87.7167020015,41.909978124,-87.7069618067
2024-06-16T00:01:04.000,189,26.0,North,EB,Kedzie,California,0.51,1,9,0,1,6,41.909978124,-87.7069618067,41.9100801383,-87.6970362251
2024-06-16T00:01:04.000,194,20.0,North,EB,Elston,Halsted,0.72,1,13,0,1,6,41.9105689327,-87.6621624942,41.9107824177,-87.6482730398
2024-06-16T00:01:04.000,195,21.0,North,EB,Halsted,LaSalle,0.78,1,22,0,1,6,41.9107824177,-87.6482730398,41.9110250802,-87.6331523771
2024-06-16T00:01:04.000,198,27.0,North,WB,Austin,Narragansett,0.48,1,10,0,1,6,41.9093998422,-87.7756143071,41.909248873,-87.7849627555
2024-06-16T00:01:04.000,199,18.0,North,WB,Central,Austin,0.51,1,12,0,1,6,41.9095159354,-87.7657229523,41.9093998422,-87.7756143071
2024-06-16T00:01:04.000,200,27.0,North,WB,Laramie,Central,0.51,1,2,0,1,6,41.9096384783,-87.7557943854,41.9095159354,-87.7657229523
2024-06-16T00:01:04.000,201,26.0,North,WB,Cicero,Laramie,0.5,1,3,0,1,6,41.9097629867,-87.7461131909,41.9096384783,-87.7557943854
2024-06-16T00:01:04.000,202,18.0,North,WB,Kostner,Cicero,0.5,1,11,0,1,6,41.9098927671,-87.7362618327,41.9097629867,-87.7461131909
2024-06-16T00:01:04.000,203,17.0,North,WB,Pulaski,Kostner,0.51,1,12,0,1,6,41.9100238945,-87.7263294053,41.9098927671,-87.7362618327
2024-06-16T00:01:04.000,204,24.0,North,WB,Central Park,Pulaski,0.49,1,2,0,1,6,41.9101313576,-87.7166993605,41.9100238945,-87.7263294053
2024-06-16T00:01:04.000,206,25.0,North,WB,California,Kedzie,0.51,1,3,0,1,6,41.9103545465,-87.6970334998,41.9102525328,-87.706959124
2024-06-16T00:01:04.000,207,26.0,North,WB,Western,California,0.49,1,10,0,1,6,41.9104580718,-87.6872193134,41.9103545465,-87.6970334998
2024-06-16T00:01:04.000,208,18.0,North,WB,Damen,Western,0.5,1,15,0,1,6,41.9106099476,-87.6775846462,41.9104580718,-87.6872193134
2024-06-16T00:01:04.000,209,26.0,North,WB,Ashland,Damen,0.5,2,17,0,1,6,41.9107674921,-87.6676901941,41.9106099476,-87.6775846462
2024-06-16T00:01:04.000,210,19.0,North,WB,Elston,Ashland,0.28,2,12,0,1,6,41.910843339,-87.6621596195,41.9107674921,-87.6676901941
2024-06-16T00:01:05.000,9,34.0,Garfield,EB,Halsted,Dan Ryan Expy,0.72,1,17,0,1,6,41.7941646462,-87.6451618298,41.7943974487,-87.6311283131
2024-06-16T00:01:05.000,10,26.0,Garfield,EB,Dan Ryan Expy,State,0.27,1,9,0,1,6,41.7943974487,-87.6311283131,41.7945059819,-87.625702556
2024-06-16T00:01:05.000,14,27.0,55th,WB,Austin,Mobile,0.5,1,1,0,1,6,41.7926796968,-87.772065026,41.7924861906,-87.77935
2024-06-16T00:01:05.000,27,23.0,Pulaski,NB,79th,71st,1.0,1,10,0,1,6,41.7495695299,-87.7217311602,41.7640992823,-87.7223094048
2024-06-16T00:01:05.000,37,23.0,Pulaski,NB,31st,26th,0.5,1,11,0,1,6,41.8368812942,-87.7241670914,41.8442541875,-87.7244396463
2024-06-16T00:01:05.000,38,27.0,Pulaski,NB,26th,Cermak,0.5,2,15,0,1,6,41.8442541875,-87.7243697591,41.8515455888,-87.7246442132
2024-06-16T00:01:05.000,39,26.0,Pulaski,NB,Cermak,16th,0.5,1,4,0,1,6,41.8515455888,-87.7245751041,41.8588673534,-87.7248408908
2024-06-16T00:01:05.000,41,26.0,Pulaski,NB,Roosevelt,Van Buren,0.62,1,8,0,1,6,41.8661711575,-87.7249869344,41.8752753838,-87.7253813295
2024-06-16T00:01:05.000,42,23.0,Pulaski,NB,Van Buren,Washington,0.46,1,11,0,1,6,41.8752753838,-87.7252950746,41.8819364677,-87.7255863086
2024-06-16T00:01:05.000,43,27.0,Pulaski,NB,Washington,Lake,0.24,2,6,0,1,6,41.8819364677,-87.7255232056,41.8854658549,-87.7256546637
2024-06-16T00:01:05.000,44,29.0,Pulaski,NB,Lake,Chicago,0.68,1,14,0,1,6,41.8854658549,-87.7256212259,41.8953666789,-87.725990629
2024-06-16T00:01:05.000,48,18.0,Pulaski,NB,North Ave,Armitage,0.5,1,9,0,1,6,41.9098857185,-87.7261470243,41.9171651852,-87.7264442053
2024-06-16T00:01:05.000,49,25.0,Pulaski,NB,Armitage,Fullerton,0.5,1,9,0,1,6,41.9171651852,-87.7263752552,41.9244829851,-87.7266541696
2024-06-16T00:01:05.000,50,26.0,Pulaski,NB,Fullerton,Diversey,0.5,1,9,0,1,6,41.9244829851,-87.7265848616,41.9317893922,-87.726864157
2024-06-16T00:01:05.000,51,23.0,Pulaski,NB,Diversey,Milwaukee,0.65,1,16,0,1,6,41.9317893922,-87.726794963,41.9411668426,-87.7271516758
2024-06-16T00:01:05.000,55,23.0,Pulaski,NB,Lawrence,Foster,0.5,1,7,0,1,6,41.9682413338,-87.727843711,41.9755310394,-87.7281185167
2024-06-16T00:01:05.000,56,27.0,Pulaski,NB,Foster,Bryn Mawr,0.5,1,7,0,1,6,41.9755310394,-87.7280495172,41.9828305605,-87.7283177717
2024-06-16T00:01:05.000,57,26.0,Pulaski,NB,Bryn Mawr,Peterson,0.5,1,9,0,1,6,41.9828305605,-87.7283177717,41.988652019,-87.7283177717
2024-06-16T00:01:05.000,67,32.0,Pulaski,SB,71st,79th,1.0,1,6,0,1,6,41.7641031795,-87.7226046555,41.7495734287,-87.7221640524
2024-06-16T00:01:05.000,81,23.0,Pulaski,SB,Van Buren,Roosevelt,0.62,2,5,0,1,6,41.8752792694,-87.7257294016,41.8661750444,-87.7254211571
2024-06-16T00:01:05.000,82,24.0,Pulaski,SB,Washington,Van Buren,0.46,3,5,0,1,6,41.8819403523,-87.7259576089,41.8752792694,-87.7257294016
2024-06-16T00:01:05.000,85,25.0,Pulaski,SB,Division,Chicago,0.5,4,23,0,1,6,41.9026743655,-87.72655391580001,41.8953705621,-87.72633140960001
2024-06-16T00:01:05.000,86,20.0,Pulaski,SB,Grand,Division,0.24,3,15,0,1,6,41.9061589395,-87.7266587113,41.9026743655,-87.72655391580001
2024-06-16T00:01:05.000,87,25.0,Pulaski,SB,North Ave,Grand,0.5,2,18,0,1,6,41.9098896012,-87.726581748,41.9061589395,-87.7266587113
2024-06-16T00:01:05.000,91,25.0,Pulaski,SB,Milwaukee,Diversey,0.65,1,4,0,1,6,41.9411707218,-87.72749796560001,41.9317932724,-87.72722993800001
2024-06-16T00:01:05.000,92,29.0,Pulaski,SB,Irving Park,Milwaukee,0.85,1,22,0,1,6,41.9536506962,-87.72786858250001,41.9411707218,-87.72749796560001
2024-06-16T00:01:05.000,93,23.0,Pulaski,SB,Elston,Irving Park,0.4,1,7,0,1,6,41.9596167084,-87.72804055270001,41.9536506962,-87.72786858250001
